Primavera;Link;https://www.governotransparente.com.br/acessoinfo/4522488/estruturaorganizacional
Quatipuru;Município;Quatipuru
Quatipuru;Endereço;Rua Cônego Siqueira Mendes, S/N. Bairro Centro 
Quatipuru;E-mail;pmq.gabinete@gmail.com 
Quatipuru;Telefone;(91)98316-9852
Quatipuru;Link;https://quatipuru.pa.gov.br/wp-content/uploads/2021/03/CONTRATO-N-20210918.pdf
Rendenção;Município;Rendenção
Rendenção;Endereço;Rua Walterloo Prudente, N 253. Bairro Vila Paulista  
Rendenção;E-mail;meioambiente@redencao.pa.gov.br 
Rendenção;Telefone;(94)99120-3840
Rendenção;Link;https://www.redencao.pa.gov.br/secretaria/9/Secretaria-Municipal-de-Meio-Ambiente-e-Desenvolvimento-Sustentavel
Rio Maria;Município;Rio Maria
Rio Maria;Endereço;Avenida Rio Maria, N 174. Bairro Centro
Rio Maria;E-mail;maraica-13@hotmail.com 
Rio Maria;Telefone;(94)99117-8715
Rio Maria;Link;https://siteantigo.riomaria.pa.gov.br/secretarias/meio-ambiente/
Rondon do Pará;Município;Rondon do Pará
Rondon do Pará;Endereço;Rua Gonçalves Dias, N 400 (PREFEITURA MUNICIPAL). Bairro Centro
Rondon do Pará;E-mail;weliton.porto@globo.com  
Rondon do Pará;Telefone;(94)99158-3513
Rondon do Pará;Link;https://rondondopara.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-municipal-de-ciencia-tecnologia-e-meio-ambiente/
Rurópolis;Município;Rurópolis
Rurópolis;Endereço;Rua José Rodrigues da Costa, N 313 
Rurópolis;E-mail;semmaruropolis.pa@hotmail.com 
Rurópolis;Telefone;(93)99134-0709
Rurópolis;Link;https://ruropolis.pa.gov.br/o-governo/estrutura-organizacional/secretaria-municipal-de-meio-ambiente-e-turismo/
Salinópolis;Município;Salinópolis
Salinópolis;Endereço;Avenida Dr. Miguel de Santa Brígida, N 10
Salinópolis;Telefone;(91)99201-1913
Salinópolis;Link;http://www.salinopolis.pa.gov.br/index.php/component/contact/contact/18-secretarias/22-secretaria-municipal-de-meio-ambiente
Salvaterra;Município;Salvaterra
Salvaterra;Endereço;Rua Frei Romão (5ª Rua), N 88. Esquina com a Avenida Victor Engelhard 
Salvaterra;E-mail;semmasalvaterra@gmail.com  
Salvaterra;Telefone;(91)98175-2683
Salvaterra;Link;https://prefeituradesalvaterra.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-municipal-de-meio-ambiente/
Santa Bárbara do Pará;Município;Santa Bárbara do Pará
Santa Bárbara do Pará;Endereço;Rua Raimundo Rocha, N 2-138. Sede 
Santa Bárbara do Pará;Telefone;"(91)3776-1152;(91)98886-8558"
Santa Bárbara do Pará;Link;https://santabarbara.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-municipal-de-meio-ambiente/
Santa Izabel do Pará;Município;Santa Izabel do Pará
Santa Izabel do Pará;Endereço;Rua Francisco Amâncio, N 1210 
Santa Izabel do Pará;E-mail;semmasip@gmail.com  
Santa Izabel do Pará;Telefone;(91)8112-3750
Santa Izabel do Pará;Link;https://santaizabel.pa.gov.br/portal-da-transparencia/estrutura-organizacional/secretaria-municipal-de-meio-ambiente-semma/
Santa Luzia do Pará;Município;Santa Luzia do Pará
Santa Luzia do Pará;Endereço;Rua MARECHAL RONDON, N 440. Bairro Centro 
Santa Luzia do Pará;E-mail;sema@santaluziadopara.pa.gov.br 
Santa Luzia do Pará;Telefone;(91)99245-1016
Santa Maria das Barreiras;Município;Santa Maria das Barreiras
Santa Maria das Barreiras;Endereço;Centro Administrativo. Distrito de Casa de Tábua 
Santa Maria das Barreiras;E-mail;semmasantamaria@hotmail.com 
Santa Maria das Barreiras;Telefone;(94)3319-1166
Santa Maria do Pará;Município;Santa Maria do Pará
Santa Maria do Pará;Endereço;Praça da Matriz, N 001. Bairro Centro
Santa Maria do Pará;E-mail;sec.meioambiente@santamaria.pa.gov.br
Santa Maria do Pará;Telefone;(91)98443-9745
Santana do Araguaia;Município;Santana do Araguaia
Santana do Araguaia;Endereço;Avenida Zeca Abreu, N 50. Bairro Centro
Santana do Araguaia;E-mail;semmasantana@gmail.com
Santana do Araguaia;Telefone;(94)99156-5116
Santarém;Município;Santarém
Santarém;Endereço;Avenida Dr. Anysio Chaves, N 842. Bairro Aeroporto Velho 
Santarém;E-mail;ouvidoria@santarem.pa.gov.br 
Santarém;Telefone;(93)99141-7058
Santo Antônio do Tauá;Município;Santo Antônio do Tauá
Santo Antônio do Tauá;Endereço;Altos do Terminal Rodoviário. Bairro Centro
Santo Antônio do Tauá;E-mail;semmataua17@gmail.com
Santo Antônio do Tauá;Telefone;(91)99233-3915
São Caetano de Odivelas;Município;São Caetano de Odivelas
São Caetano de Odivelas;Endereço;Avenida Floriano Peixoto, S/N. Bairro Centro 
São Caetano de Odivelas;E-mail;meoam.sco@gmail.com 
São Caetano de Odivelas;Telefone;(91)98240-6862
São Domingos do Araguaia;Município;São Domingos do Araguaia
São Domingos do Araguaia;Endereço;Rua Acrísio Santo, S/N. Bairro centro 
São Domingos do Araguaia;E-mail;prefeitura@saodomingosdoaraguaia.pa.gov.br 
São Domingos do Araguaia;Telefone;(94)3332-1032
São Felix do Xingú;Município;São Felix do Xingú
São Felix do Xingú;Endereço;Rua 22 de Março, N 915. Bairro Centro 
São Felix do Xingú;E-mail;semmas@sfxingu.pa.gov.br
São Felix do Xingú;Telefone;"(94)99177-7768; (94)98136-7442"
São Francisco do Pará;Município;São Francisco do Pará
São Francisco do Pará;Endereço;Rua da Paz, S/N. Bairro Vila Nova. Próx Igarapé da Mata 
São Francisco do Pará;E-mail;semmasfpa@gmail.com 
São Francisco do Pará;Telefone;(91)99966-4759
São Geraldo do Araguaia;Município;São Geraldo do Araguaia
São Geraldo do Araguaia;Endereço;Vereador Antônio Nonato Pedrosa, N 324 
São Geraldo do Araguaia;E-mail;meioambiente@saogeraldodoaraguaia.pa.gov.br 
São Geraldo do Araguaia;Telefone;(94)98177-4457
São João de Pirabas;Município;São João de Pirabas
São João de Pirabas;Endereço;Rua Plácido Nascimento, N 265
São João de Pirabas;E-mail;semmasjppirabas@gmail.com 
São João de Pirabas;Telefone;(91)98870-6852
São João do Araguaia;Município;São João do Araguaia
São João do Araguaia;Endereço;Rua Dom Pedro I, S/N. Bairro Centro
São João do Araguaia;E-mail;semasja@gmail.com
São João do Araguaia;Telefone;(94)98403-0663
São Miguel do Guamá;Município;São Miguel do Guamá
São Miguel do Guamá;Endereço;Rua Vicente Costa, Parque Ambiental
São Miguel do Guamá;E-mail;semma.smg@gmail.com
São Miguel do Guamá;Telefone;"(91)98598-9588; 98563-8199 "
São Sebastião da Boavista;Município;São Sebastião da Boavista
São Sebastião da Boavista;Endereço;Praça da Matriz, N 01
São Sebastião da Boavista;E-mail;sema@pmssbv.pa.gov.br 
São Sebastião da Boavista;Telefone;(91)3764-1117
Sapucaia;Município;Sapucaia
Sapucaia;E-mail;"drelmarmedvet@hotmail.com; ouvidoria@sapucaia.pa.gov.br "
Sapucaia;Telefone;(94)99158-3908
Senador José Porfirio;Município;Senador José Porfirio
Senador José Porfirio;Endereço;Rua Passagem Bom Jesus, N 247. Bairro Centro 
Senador José Porfirio;E-mail;pmsjporfirio@hotmail.com 
Senador José Porfirio;Telefone;(93)99121-6944
Soure;Município;Soure
Soure;Endereço;5ª Rua, entre as Travessas 13 e 14. Bairro Centro
Soure;E-mail;contato@soure.pa.gov.br 
Soure;Telefone;(91)99305-3556
Tailândia;Município;Tailândia
Tailândia;Endereço;Rodova PA 150, km 135. Bairro Industrial
Tailândia;E-mail;sectma@gmail.com 
Tailândia;Telefone;(91)99361-7092
Terra Alta;Município;Terra Alta
Terra Alta;Endereço;Rua Macedo Duarte, N 439. Bairro Centro 
Terra Alta;E-mail;semmact@terraalta.pa.gov.br 
Terra Alta;Telefone;(91)3662-1319
Terra Santa;Município;Terra Santa
Terra Santa;Endereço;Travessa Nossa Senhora de Nazaré, S/N. Bairro Palmares
Terra Santa;E-mail;secretario.semmats@gmail.com 
Terra Santa;Telefone;(93)99144-4244
Tomé-Açu;Município;Tomé-Açu
Tomé-Açu;Endereço;Avenida Dionísio Bentes, N 148. Bairro Centro 
Tomé-Açu;E-mail;"semma-tomeacu@hotmail.com; ouvidoria@prefeituratomeacu.pa.gov.br "
Tomé-Açu;Telefone;"(91)3727-1339; (91)3727-1162"
Tracateua;Município;Tracateua
Tracateua;Endereço;Avenida Mário Nogueira, S/N. Embrapa 
Tracateua;E-mail;"secmeioambiente@tracuateua.pa.gov.br; semmatracuateua@gmail.com "
Tracateua;Telefone;(91)98576-2060
Trairão;Município;Trairão
Trairão;Endereço;Tv Horizonte, N 15. Bairro Centro
Trairão;E-mail;lindoelsonpr@hotmail.com 
Trairão;Telefone;(93)3559-1155
Tucumã;Município;Tucumã
Tucumã;Endereço;Avenida Belém, N 365. St Aeroporto 
Tucumã;E-mail;"hamiltonpachecodasilva@gmail.com; sematipmt@gmail.com "
Tucumã;Telefone;(94)99216-8884
Tucuruí;Município;Tucuruí
Tucuruí;E-mail;meioambiente@tucurui.pa.gov.br 
Ulianópolis;Município;Ulianópolis
Ulianópolis;Endereço;Rua 12 de Outubro, N 190
Ulianópolis;E-mail;secretaria.semas@ulianopolis.pa.gov.br 
Ulianópolis;Telefone;(91)98883-1239
Uruará;Município;Uruará
Uruará;Endereço;Avenida Perimetral Sul. Bairro Industrial  
Uruará;E-mail;semmauruara@hotmail.com 
Uruará;Telefone;"(93)3532-1727; (93)3532-2120"
Vigia de Nazaré;Município;Vigia de Nazaré
Vigia de Nazaré;Endereço;Rodovia PA 412, S/N
Vigia de Nazaré;E-mail;semma@vigia.pa.gov.br
Vigia de Nazaré;Telefone;(91)98862-6598
Viseu;Município;Viseu
Viseu;Endereço;Travessa da Trincheira, S/N. Bairro Alto
Viseu;E-mail;semma@viseu.pa.gov.br 
Viseu;Telefone;(91)98763-7166
Vitória do Xingu;Município;Vitória do Xingu
Vitória do Xingu;Endereço;Rua Anfrisio Nunes, S/N. Bairro Centro 
Vitória do Xingu;E-mail;semavtx@gmail.com 
Vitória do Xingu;Telefone;(93)99191-4446
Xinguara;Município;Xinguara
Xinguara;Endereço;Rua Petronio Portela, Altos da Caixa Econômica, Sala 11. Bairro Centro 
Xinguara;E-mail;semmaturxinguara@hotmail.com 
Xinguara;Telefone;"(94)9180-4547; (94)3426-4384"
xxx;Município;xxx
